aten_id,aten_id2,evalue,saccver,method,kegg,has_signal,pfam,Entry,Status,Protein names,Gene names,Organism,Length,Organism ID,EC number,Gene ontology IDs,Cross-reference (KEGG),Cross-reference (GeneID),Ensembl transcript,Cross-reference (eggNOG),Cross-reference (KO),Cross-reference (OrthoDB),Cross-reference (BioCyc),Cross-reference (BRENDA),Cross-reference (Reactome),ipr_go
aten_0.1.m1.1665.m1,aten_0.1.m1.1665,0,XPP1_HUMAN,blastp,K01262,NA,PF16189.4;PF00557.23;PF16188.4;PF01321.17,Q9NQW7,reviewed,"Xaa-Pro aminopeptidase 1 (EC 3.4.11.9) (Aminoacylproline aminopeptidase) (Cytosolic aminopeptidase P) (Soluble aminopeptidase P) (sAmp) (X-Pro aminopeptidase 1) (X-prolyl aminopeptidase 1, soluble)",XPNPEP1 XPNPEPL XPNPEPL1,Homo sapiens (Human),623,9606,3.4.11.9,GO:0004177; GO:0005737; GO:0005829; GO:0006508; GO:0010815; GO:0030145; GO:0042803; GO:0070006; GO:0070062,hsa:7511;,7511;,ENST00000322238 [Q9NQW7-4];ENST00000502935 [Q9NQW7-3];,KOG2413;COG0006;,K01262;,417805at2759;,NA,3.1.8.1;3.4.11.9;,NA,GO:0070006;GO:0016787
aten_0.1.m1.22153.m1,aten_0.1.m1.22153,3.41E-44,NKX22_MOUSE,blastp,K08029,NA,PF00046.28;PF05920.10;PF04156.13,P42586,reviewed,Homeobox protein Nkx-2.2 (Homeobox protein NK-2 homolog B),Nkx2-2 Nkx-2.2 Nkx2b,Mus musculus (Mouse),273,10090,NA,GO:0000978; GO:0000987; GO:0003323; GO:0003326; GO:0003327; GO:0003329; GO:0003682; GO:0003700; GO:0003713; GO:0005634; GO:0005654; GO:0006355; GO:0007224; GO:0007399; GO:0008134; GO:0009749; GO:0010628; GO:0014003; GO:0021522; GO:0021529; GO:0021530; GO:0021554; GO:0030154; GO:0031018; GO:0032570; GO:0043565; GO:0045595; GO:0045597; GO:0045665; GO:0045666; GO:0045944; GO:0048468; GO:0048565; GO:0048665; GO:0048708; GO:0048714; GO:0051091; GO:0060580,mmu:18088;,18088;,ENSMUST00000067075;,KOG0842;ENOG410XR21;,K08029;,1072653at2759;,NA,NA,NA,GO:0003677;GO:0006355;GO:0043565
aten_0.1.m1.3419.m1,aten_0.1.m1.3419,1.25E-34,RGSL_HUMAN,blastp,NA,NA,PF00615.18,A5PLK6,reviewed,Regulator of G-protein signaling protein-like,RGSL1 RGSL RGSL2,Homo sapiens (Human),1076,9606,NA,GO:0016021,hsa:353299;,353299;,ENST00000294854 [A5PLK6-1];,ENOG410IVN7;ENOG4111P2K;,NA,204702at2759;,NA,NA,R-HSA-416476;R-HSA-418594;R-HSA-418597;,
aten_0.1.m1.11058.m1,aten_0.1.m1.11058,5.23E-40,FBXW5_HUMAN,blastp,K10263,NA,PF00400.31;PF12937.6;PF00646.32;PF12894.6;PF11033.7,Q969U6,reviewed,F-box/WD repeat-containing protein 5 (F-box and WD-40 domain-containing protein 5),FBXW5 FBW5 PP3971,Homo sapiens (Human),566,9606,NA,GO:0000209; GO:0005737; GO:0005829; GO:0007088; GO:0010824; GO:0016567; GO:0019005; GO:0019901; GO:0031146; GO:0043161; GO:0043687; GO:0080008,hsa:54461;,54461;,ENST00000325285 [Q969U6-1];,ENOG410IEAX;ENOG410XTK0;,K10263;,771384at2759;,NA,NA,R-HSA-390471;R-HSA-8951664;R-HSA-983168;,GO:0005515;GO:0016567;GO:0019005;GO:0080008
aten_0.1.m1.37682.m1,aten_0.1.m1.37682,1.91E-20,DZIP3_HUMAN,blastp,NA,NA,PF05729.11;PF13191.5;PF00931.21;PF00005.26;PF13500.5;PF00910.21;PF01175.17;PF01935.16,Q86Y13,reviewed,E3 ubiquitin-protein ligase DZIP3 (EC 2.3.2.27) (DAZ-interacting protein 3) (RING-type E3 ubiquitin transferase DZIP3) (RNA-binding ubiquitin ligase of 138 kDa) (hRUL138),DZIP3 KIAA0675,Homo sapiens (Human),1208,9606,2.3.2.27,GO:0000209; GO:0003723; GO:0004842; GO:0005737; GO:0019902; GO:0031593; GO:0046872; GO:0061630,hsa:9666;,9666;,ENST00000361582 [Q86Y13-1];ENST00000463306 [Q86Y13-1];ENST00000495008 [Q86Y13-2];,ENOG410IFEY;ENOG410Y41H;,K10642;,67312at2759;,NA,NA,R-HSA-983168;,
aten_0.1.m1.21616.m1,aten_0.1.m1.21616,1.99E-74,ILEU_HORSE,blastp,K13963,YES,PF00079.19;PF03409.14,P05619,reviewed,Leukocyte elastase inhibitor (LEI) (Serpin B1),SERPINB1 ELANH2,Equus caballus (Horse),379,9796,NA,GO:0004867; GO:0005615; GO:0005737; GO:0010951,ecb:100049797;,100049797;,ENSECAT00000010506;,KOG2392;COG4826;,K13963;,1124079at2759;,NA,NA,NA,GO:0005615
aten_0.1.m1.4512.m1,aten_0.1.m1.4512,2.40E-35,NPC2_PANTR,blastp,NA,YES,PF02221.14;PF16482.4,P61917,reviewed,NPC intracellular cholesterol transporter 2 (EPI-1) (Epididymal secretory protein E1) (Niemann Pick type C2 protein homolog),NPC2,Pan troglodytes (Chimpanzee),151,9598,NA,GO:0005615; GO:0005764; GO:0005783; GO:0008203; GO:0015485; GO:0030301; GO:0032367; GO:0033344,ptr:450192;,450192;,NA,KOG4063;ENOG4111Q8S;,K13443;,1612792at2759;,NA,NA,NA,
aten_0.1.m1.28240.m1,aten_0.1.m1.28240,6.05E-10,FARP2_MOUSE,blastp,NA,NA,PF09380.9,Q91VS8,reviewed,"FERM, ARHGEF and pleckstrin domain-containing protein 2 (FERM domain including RhoGEF) (FIR) (FERM, RhoGEF and pleckstrin domain-containing protein 2)",Farp2 Kiaa0793,Mus musculus (Mouse),1065,10090,NA,GO:0005089; GO:0005737; GO:0005829; GO:0005856; GO:0007155; GO:0008092; GO:0016322; GO:0016601; GO:0022405; GO:0030316; GO:0030676; GO:0031532; GO:0033623; GO:0035023; GO:0071526; GO:0071800,mmu:227377;,227377;,ENSMUST00000120301;,KOG3531;ENOG410XP7Q;,K06082;,476668at2759;,NA,NA,R-MMU-399955;,
aten_0.1.m1.17585.m1,aten_0.1.m1.17585,4.62E-38,FA8_PIG,blastp,NA,NA,PF00754.24;PF07210.11;PF17205.2;PF14521.5;PF01437.24,P12263,reviewed,Coagulation factor VIII (Procoagulant component),F8 CF8,Sus scrofa (Pig),2133,9823,NA,GO:0005507; GO:0005615; GO:0006953; GO:0007597; GO:0016491; GO:0030168,ssc:397339;,397339;,NA,ENOG410IJ6Y;ENOG4111F6G;,K03899;,454773at2759;,NA,NA,NA,
aten_0.1.m1.15511.m1,aten_0.1.m1.15511,8.72E-12,SCNNA_NEOFS,blastp,NA,NA,PF00858.23,H1AFJ5,reviewed,Amiloride-sensitive sodium channel subunit alpha (Alpha-NaCH) (Epithelial Na(+) channel subunit alpha) (Alpha-ENaC) (Nonvoltage-gated sodium channel 1 subunit alpha) (SCNEA),scnn1a enacalpha,Neoceratodus forsteri (Australian lungfish) (Ceratodus forsteri),655,7892,NA,GO:0001669; GO:0005737; GO:0015280; GO:0016324; GO:0031514; GO:0034706; GO:0035725,NA,NA,NA,NA,NA,NA,NA,NA,NA,GO:0005272;GO:0006814;GO:0016020
aten_0.1.m1.5766.m1,aten_0.1.m1.5766,3.27E-179,FOLH1_RAT,blastp,K14592,NA,PF04253.14;PF04389.16;PF02225.21;PF06295.11;PF01546.27;PF06305.10;PF07464.10;PF06810.10;PF08653.9,P70627,reviewed,Glutamate carboxypeptidase 2 (EC 3.4.17.21) (Folate hydrolase 1) (Folylpoly-gamma-glutamate carboxypeptidase) (FGCP) (Glutamate carboxypeptidase II) (GCPII) (Membrane glutamate carboxypeptidase) (mGCP) (N-acetylated-alpha-linked acidic dipeptidase I) (NAALADase I) (Prostate-specific membrane antigen homolog) (Pteroylpoly-gamma-glutamate carboxypeptidase),Folh1 Naalad1,Rattus norvegicus (Rat),752,10116,3.4.17.21,GO:0004180; GO:0005886; GO:0006508; GO:0008237; GO:0016021; GO:0016805; GO:0043065; GO:0046872,rno:85309;,85309;,NA,KOG2195;COG2234;,K14592;,804230at2759;,NA,3.4.17.21;,R-RNO-70614;,
aten_0.1.m1.17223.m1,aten_0.1.m1.17223,8.93E-23,ANR63_MOUSE,blastp,NA,NA,PF13637.5;PF12796.6;PF13857.5;PF13606.5;PF00023.29,A2ARS0,reviewed,Ankyrin repeat domain-containing protein 63,Ankrd63 Gm1337,Mus musculus (Mouse),390,10090,NA,NA,mmu:383787;,383787;,ENSMUST00000104937;,KOG0504;COG0666;,NA,1073736at2759;,NA,NA,NA,GO:0005515
aten_0.1.m1.16391.m1,aten_0.1.m1.16391,3.99E-117,MINY1_RAT,blastp,K01309,NA,PF04424.12,Q5BJQ2,reviewed,Ubiquitin carboxyl-terminal hydrolase MINDY-1 (EC 3.4.19.12) (Deubiquitinating enzyme MINDY-1) (Protein FAM63A),Mindy1 Fam63a,Rattus norvegicus (Rat),482,10116,3.4.19.12,GO:0004843; GO:0005829; GO:0016604; GO:0016807; GO:0036435; GO:0071108; GO:1990380,rno:310665;,310665;,ENSRNOT00000056380;,KOG2427;ENOG41102GM;,K01309;,1601180at2759;,NA,NA,NA,GO:0004843;GO:1990380
aten_0.1.m1.15554.m1,aten_0.1.m1.15554,1.12E-13,TAAR9_MOUSE,blastp,NA,NA,PF00001.20;PF10328.8;PF13853.5,Q5QD04,reviewed,Trace amine-associated receptor 9 (TaR-9) (Trace amine receptor 9) (mTaar9),Taar9,Mus musculus (Mouse),348,10090,NA,GO:0001594; GO:0005886; GO:0007186; GO:0008227; GO:0016021,mmu:503558;,503558;,ENSMUST00000041180;,KOG3656;ENOG410XRW9;,K05051;,913195at2759;,NA,NA,R-MMU-375280;R-MMU-418555;,GO:0004930;GO:0007186;GO:0016021
aten_0.1.m1.34816.m1,aten_0.1.m1.34816,4.05E-14,CUBN_MOUSE,blastp,NA,NA,PF00431.19;PF08374.10;PF15345.5;PF00746.20;PF03208.18,Q9JLB4,reviewed,Cubilin (Intrinsic factor-cobalamin receptor),Cubn Ifcr,Mus musculus (Mouse),3623,10090,NA,GO:0001701; GO:0005509; GO:0005737; GO:0005765; GO:0005768; GO:0005783; GO:0005794; GO:0005798; GO:0005886; GO:0005903; GO:0005905; GO:0006898; GO:0007584; GO:0008144; GO:0008203; GO:0009617; GO:0015889; GO:0016020; GO:0016324; GO:0020028; GO:0030135; GO:0030139; GO:0030492; GO:0030666; GO:0031419; GO:0031526; GO:0032991; GO:0038023; GO:0038024; GO:0042366; GO:0042802; GO:0042803; GO:0042953; GO:0043202; GO:0045177; GO:0070062; GO:0070207,mmu:65969;,65969;,ENSMUST00000091436;,KOG3714;ENOG410ZPX7;,K14616;,4105at2759;,NA,NA,NA,
aten_0.1.m1.441.m1,aten_0.1.m1.441,1.72E-57,OV16_ONCVO,blastp,NA,NA,PF01161.19,P31729,reviewed,OV-16 antigen,OV16,Onchocerca volvulus,197,6282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
aten_0.1.m1.20558.m1,aten_0.1.m1.20558,5.76E-13,CSMD2_HUMAN,blastp,NA,YES,PF16977.4;PF00431.19;PF15102.5;PF15298.5;PF11857.7;PF15345.5;PF15012.5,Q7Z408,reviewed,CUB and sushi domain-containing protein 2 (CUB and sushi multiple domains protein 2),CSMD2 KIAA1884,Homo sapiens (Human),3487,9606,NA,GO:0005886; GO:0016021,hsa:114784;,114784;,ENST00000241312 [Q7Z408-1];ENST00000373380 [Q7Z408-2];ENST00000373381 [Q7Z408-4];ENST00000373388 [Q7Z408-1];,KOG4297;ENOG410XPJ1;,K17495;,2377at2759;,NA,NA,NA,
aten_0.1.m1.19591.m1,aten_0.1.m1.19591,5.21E-33,SYT14_HUMAN,blastp,NA,NA,PF00168.29,Q8NB59,reviewed,Synaptotagmin-14 (Synaptotagmin XIV) (SytXIV),SYT14,Homo sapiens (Human),555,9606,NA,GO:0016021,hsa:255928;,255928;,ENST00000367015 [Q8NB59-3];ENST00000367019 [Q8NB59-6];ENST00000399639 [Q8NB59-4];ENST00000472886 [Q8NB59-1];ENST00000537238 [Q8NB59-3];ENST00000629778 [Q8NB59-7];,ENOG410IT3J;ENOG41117JG;,K19328;,780532at2759;,NA,NA,NA,
aten_0.1.m1.13843.m1,aten_0.1.m1.13843,3.65E-07,RTN4R_MACFA,blastp,NA,NA,PF13855.5;PF13306.5;PF12799.6;PF14580.5;PF15086.5;PF07699.12;PF14802.5;PF10883.7,Q9N0E3,reviewed,Reticulon-4 receptor (Nogo receptor) (NgR) (Nogo-66 receptor),RTN4R NOGOR QccE-10286,Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey),473,9541,NA,GO:0005887; GO:0007166; GO:0008201; GO:0009986; GO:0010977; GO:0022038; GO:0023041; GO:0030517; GO:0031362; GO:0035025; GO:0035374; GO:0038023; GO:0038131; GO:0043005; GO:0043025; GO:0043198; GO:0043204; GO:0043547; GO:0044295; GO:0045121; GO:0048681; GO:1905573; GO:1905576,mcf:102139327;,102139327;,NA,NA,K16659;,NA,NA,NA,NA,GO:0005515
aten_0.1.m1.355.m1,aten_0.1.m1.355,9.57E-42,AMN1_PONAB,blastp,NA,NA,PF12799.6;PF13516.5;PF00560.32;PF09372.9;PF13855.5,Q5R8X9,reviewed,Protein AMN1 homolog,AMN1,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),258,9601,NA,NA,pon:100172981;,100172981;,NA,ENOG410IT1V;ENOG410ZYWH;,NA,1046098at2759;,NA,NA,NA,
aten_0.1.m1.30118.m1,aten_0.1.m1.30118,4.88E-100,KCNC1_MOUSE,blastp,NA,NA,PF00520.30;PF02214.21;PF07885.15;PF16017.4;PF08016.11,P15388,reviewed,Potassium voltage-gated channel subfamily C member 1 (NGK2) (Voltage-gated potassium channel subunit Kv3.1) (Voltage-gated potassium channel subunit Kv4),Kcnc1,Mus musculus (Mouse),511,10090,NA,GO:0005249; GO:0005251; GO:0008076; GO:0009636; GO:0009642; GO:0009986; GO:0010996; GO:0014075; GO:0016020; GO:0016021; GO:0019894; GO:0021549; GO:0021759; GO:0030424; GO:0030425; GO:0030673; GO:0032589; GO:0032590; GO:0032809; GO:0034765; GO:0034767; GO:0035690; GO:0035864; GO:0043025; GO:0044305; GO:0044325; GO:0051260; GO:0051262; GO:0071774; GO:0071805; GO:0099055; GO:0099056; GO:0099508; GO:1901379; GO:1901381; GO:1903818; GO:1990089,mmu:16502;,16502;,ENSMUST00000025202 [P15388-1];ENSMUST00000160433 [P15388-3];,KOG3713;COG1226;,K04887;,818306at2759;,NA,NA,R-MMU-1296072;,GO:0051260;GO:0005216;GO:0006811;GO:0016020;GO:0055085;GO:0005249;GO:0006813;GO:0008076;GO:0005515
aten_0.1.m1.36534.m1,aten_0.1.m1.36534,4.92E-36,PIF1_BDEBA,blastp,NA,NA,PF05970.13;PF13604.5;PF13245.5;PF13191.5;PF09848.8;PF13401.5;PF13086.5;PF05673.12;PF03308.15;PF03266.14;PF03029.16;PF00158.25;PF13654.5;PF13555.5;PF01695.16;PF03193.15;PF05049.12;PF07728.13;PF00270.28;PF06414.11;PF13238.5;PF10412.8;PF01583.19,Q6MHJ5,reviewed,ATP-dependent DNA helicase pif1 (EC 3.6.4.12),pif1 Bd3546,Bdellovibrio bacteriovorus (strain ATCC 15356 / DSM 50701 / NCIB 9529 / HD100),439,264462,3.6.4.12,GO:0000723; GO:0003677; GO:0003678; GO:0005524; GO:0006281; GO:0006310,bba:Bd3546;,NA,NA,ENOG4107QUV;COG0507;,NA,961809at2;,BBAC264462:BD_RS16235-MONOMER;,NA,NA,GO:0000723;GO:0003678;GO:0006281
aten_0.1.m1.11551.m1,aten_0.1.m1.11551,0,NADE_CHICK,blastp,K01950,NA,PF02540.16;PF00733.20,Q5ZMA6,reviewed,Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing]) (NAD(+) synthetase),NADSYN1 RCJMB04_2l1,Gallus gallus (Chicken),707,9031,6.3.5.1,GO:0003952; GO:0004359; GO:0005524; GO:0005737; GO:0009435,gga:422983;,422983;,NA,KOG2303;COG0171;COG0388;,K01950;,283044at2759;,NA,NA,NA,GO:0003952;GO:0004359;GO:0005737;GO:0009435;GO:0005524
aten_0.1.m1.17402.m1,aten_0.1.m1.17402,1.55E-88,JKAMP_HUMAN,blastp,NA,NA,PF05571.11;PF14074.5;PF02822.13,Q9P055,reviewed,JNK1/MAPK8-associated membrane protein (JKAMP) (JNK1-associated membrane protein) (JAMP) (Medulloblastoma antigen MU-MB-50.4),JKAMP C14orf100 JAMP CDA06 HSPC213 HSPC327,Homo sapiens (Human),319,9606,NA,GO:0005789; GO:0006986; GO:0016021; GO:0030433; GO:0031625,hsa:51528;,51528;,ENST00000261247 [Q9P055-4];ENST00000356057 [Q9P055-5];ENST00000425728 [Q9P055-3];,KOG3744;ENOG410XSIG;,NA,1289136at2759;,NA,NA,NA,GO:0006986;GO:0016021
aten_0.1.m1.28377.m1,aten_0.1.m1.28377,7.13E-26,FARP2_HUMAN,blastp,NA,NA,PF00621.19,O94887,reviewed,"FERM, ARHGEF and pleckstrin domain-containing protein 2 (FERM domain-including RhoGEF) (FIR) (FERM, RhoGEF and pleckstrin domain-containing protein 2) (Pleckstrin homology domain-containing family C member 3) (PH domain-containing family C member 3)",FARP2 KIAA0793 PLEKHC3,Homo sapiens (Human),1054,9606,NA,GO:0005089; GO:0005737; GO:0005829; GO:0005856; GO:0007155; GO:0008092; GO:0016322; GO:0016601; GO:0022405; GO:0030316; GO:0030676; GO:0031532; GO:0033623; GO:0035023; GO:0071526; GO:0071800,hsa:9855;,9855;,ENST00000264042 [O94887-1];ENST00000373287 [O94887-2];ENST00000627550 [O94887-3];,KOG3531;ENOG410XP7Q;,K06082;,NA,NA,NA,R-HSA-399955;,GO:0005089;GO:0035023
aten_0.1.m1.18354.m1,aten_0.1.m1.18354,5.21E-54,METL4_HUMAN,blastp,NA,NA,PF05063.13,Q8N3J2,reviewed,Methyltransferase-like protein 4 (EC 2.1.1.-),METTL4,Homo sapiens (Human),472,9606,2.1.1.-,GO:0003676; GO:0005634; GO:0009007,hsa:64863;,64863;,ENST00000574538;,KOG2356;ENOG410Y4SI;,NA,1496188at2759;,NA,NA,NA,
aten_0.1.m1.27351.m1,aten_0.1.m1.27351,1.40E-77,P3F3A_DANRE,blastp,NA,NA,PF00157.16;PF00046.28;PF05920.10;PF13419.5;PF13560.5;PF01290.19,P56224,reviewed,"POU domain, class 3, transcription factor 3-A (Brain-specific homeobox/POU domain protein 1.1) (Brain-1.1) (zfBrn-1.1) (Class III POU domain protein taichi) (POU domain protein 12) (ZP-12)",pou3f3a brn-1.1 brn1.1 pou12 tai-ji zp12 zp12pou si:dkeyp-118h3.2,Danio rerio (Zebrafish) (Brachydanio rerio),438,7955,NA,GO:0003700; GO:0005634; GO:0006357; GO:0007420; GO:0043565,dre:30386;,30386;,ENSDART00000061593 [P56224-3];ENSDART00000113914 [P56224-1];ENSDART00000133178 [P56224-2];,KOG3802;ENOG410XQ7X;,K09365;,752252at2759;,NA,NA,NA,GO:0003677;GO:0003700;GO:0006355
aten_0.1.m1.12503.m1,aten_0.1.m1.12503,6.11E-40,SOX2_CAEEL,blastp,NA,NA,PF00505.18;PF09011.9,Q21305,reviewed,Transcription factor sox-2,sox-2 K08A8.2,Caenorhabditis elegans,283,6239,NA,GO:0000977; GO:0000981; GO:0005634; GO:0006355; GO:0030154; GO:0044798; GO:0048665,cel:CELE_K08A8.2;,181002;,NA,ENOG410IPYR;ENOG4111NUN;,K16796;,1255488at2759;,NA,NA,R-CEL-3769402;,
aten_0.1.m1.5056.m1,aten_0.1.m1.5056,2.66E-48,AGRD1_HUMAN,blastp,K04578,YES,PF00002.23,Q6QNK2,reviewed,Adhesion G-protein coupled receptor D1 (G-protein coupled receptor 133) (G-protein coupled receptor PGR25),ADGRD1 GPR133 PGR25,Homo sapiens (Human),874,9606,NA,GO:0004930; GO:0005886; GO:0005887; GO:0007166; GO:0007186; GO:0007189; GO:0016021,hsa:283383;,283383;,ENST00000261654 [Q6QNK2-1];ENST00000535015 [Q6QNK2-4];ENST00000543617 [Q6QNK2-3];,KOG4193;ENOG410XSD2;,K08465;,388923at2759;,NA,NA,NA,GO:0004888;GO:0007166;GO:0016021;GO:0004930;GO:0007186
aten_0.1.m1.14301.m1,aten_0.1.m1.14301,5.84E-08,FUBP3_HUMAN,blastp,NA,NA,PF00013.28;PF14611.5;PF07650.16;PF13083.5,Q96I24,reviewed,Far upstream element-binding protein 3 (FUSE-binding protein 3),FUBP3 FBP3,Homo sapiens (Human),572,9606,NA,GO:0000978; GO:0001228; GO:0003723; GO:0005634; GO:0005737; GO:0006351; GO:0010628; GO:0016020; GO:0045893; GO:0045944,hsa:8939;,8939;,ENST00000319725 [Q96I24-1];,KOG1676;ENOG410XZYE;,K13210;,590738at2759;,NA,NA,NA,GO:0003723;GO:0003676
aten_0.1.m1.35895.m1,aten_0.1.m1.35895,1.65E-44,USOM5_ACRMI,blastp,NA,YES,NA,B8VIU6,reviewed,Uncharacterized skeletal organic matrix protein 5 (Uncharacterized SOMP-5),NA,Acropora millepora (Staghorn coral) (Heteropora millepora),256,45264,NA,GO:0005576,NA,NA,NA,NA,NA,NA,NA,NA,NA,
aten_0.1.m1.21502.m1,aten_0.1.m1.21502,7.95E-105,ANMY1_MOUSE,blastp,NA,NA,PF02493.19;PF12796.6;PF00023.29;PF13606.5;PF13637.5;PF01753.17;PF13857.5;PF12855.6;PF12773.6,Q8C0W1,reviewed,Ankyrin repeat and MYND domain-containing protein 1,Ankmy1,Mus musculus (Mouse),906,10090,NA,GO:0046872,mmu:241158;,241158;,NA,ENOG410IJ14;ENOG410ZI92;,NA,323321at2759;,NA,NA,NA,GO:0005515
aten_0.1.m1.6600.m1,aten_0.1.m1.6600,0,IF2P_HUMAN,blastp,K03243,NA,PF00009.26;PF03144.24;PF14578.5;PF03029.16;PF01926.22,O60841,reviewed,Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2),EIF5B IF2 KIAA0741,Homo sapiens (Human),1220,9606,3.6.5.3,GO:0003723; GO:0003743; GO:0003924; GO:0005525; GO:0005737; GO:0005829; GO:0006446; GO:0046872,hsa:9669;,9669;,ENST00000289371;,KOG1144;COG0532;,K03243;,1171042at2759;,NA,NA,R-HSA-72706;,GO:0003924;GO:0005525
aten_0.1.m1.289.m1,aten_0.1.m1.289,8.79E-07,DKK3_MOUSE,blastp,NA,NA,PF10500.8;PF04706.11;PF15669.4;PF09726.8;PF15323.5;PF15761.4;PF15391.5;PF00095.20;PF01683.17,Q9QUN9,reviewed,Dickkopf-related protein 3 (Dickkopf-3) (Dkk-3) (mDkk-3),Dkk3,Mus musculus (Mouse),349,10090,NA,GO:0005576; GO:0005615; GO:0007275; GO:0016055; GO:0032348; GO:0039706; GO:0045892; GO:0048019; GO:0090090; GO:2000065,mmu:50781;,50781;,ENSMUST00000033036;,KOG1218;ENOG410XQWV;,NA,1139517at2759;,NA,NA,NA,GO:0005576;GO:0007275;GO:0030178
aten_0.1.m1.34578.m1,aten_0.1.m1.34578,1.22E-82,H2A_ACRFO,blastp,K11251,NA,PF16211.4;PF00125.23;PF00808.22,P35061,reviewed,Histone H2A,NA,Acropora formosa (Staghorn coral),125,126732,NA,GO:0000786; GO:0003677; GO:0005634; GO:0046982,NA,NA,NA,NA,NA,NA,NA,NA,NA,GO:0046982;GO:0000786;GO:0003677;GO:0005634
aten_0.1.m1.571.m1,aten_0.1.m1.571,1.21E-27,EHBP1_MOUSE,blastp,NA,NA,PF10358.8;PF12130.7;PF01099.16,Q69ZW3,reviewed,EH domain-binding protein 1,Ehbp1 Kiaa0903,Mus musculus (Mouse),1231,10090,NA,GO:0005768; GO:0005829; GO:0005886; GO:0006897; GO:0015031,mmu:216565;,216565;,ENSMUST00000045167 [Q69ZW3-2];ENSMUST00000109563 [Q69ZW3-1];ENSMUST00000180360 [Q69ZW3-2];,KOG0035;COG5069;,NA,165311at2759;,NA,NA,NA,
aten_0.1.m1.3374.m1,aten_0.1.m1.3374,1.37E-13,COHA1_MESAU,blastp,NA,NA,PF02140.17;PF01391.17,Q9JMH4,reviewed,Collagen alpha-1(XVII) chain (180 kDa bullous pemphigoid antigen 2) (Bullous pemphigoid antigen 2) [Cleaved into: 120 kDa linear IgA disease antigen homolog],COL17A1 BP180 BPAG2,Mesocricetus auratus (Golden hamster),1431,10036,NA,GO:0005581; GO:0005604; GO:0016021; GO:0030056; GO:0031581,NA,101843802;,NA,NA,NA,NA,NA,NA,NA,GO:0030246
aten_0.1.m1.11153.m1,aten_0.1.m1.11153,1.03E-27,TRPG_DROME,blastp,NA,NA,PF12796.6;PF00520.30;PF08344.10;PF00023.29;PF13637.5;PF13857.5;PF13606.5,Q9VJJ7,reviewed,Transient receptor potential-gamma protein (TRPgamma) (Transient receptor potential cation channel gamma),Trpgamma CG5996,Drosophila melanogaster (Fruit fly),1128,7227,NA,GO:0005261; GO:0005262; GO:0005887; GO:0006812; GO:0006816; GO:0006828; GO:0007628; GO:0008381; GO:0009416; GO:0015279; GO:0016028; GO:0034703; GO:0043025; GO:0050884; GO:0050908; GO:0051480; GO:0070588; GO:0070679; GO:1990635,dme:Dmel_CG5996;,34991;,NA,KOG3609;ENOG410XQ0Y;,K04967;,NA,NA,NA,R-DME-3295583;R-DME-5578775;R-DME-983695;,GO:0005216;GO:0006811;GO:0016020;GO:0055085;GO:0005515;GO:0005262;GO:0070588
aten_0.1.m1.25988.m1,aten_0.1.m1.25988,1.89E-78,SBNO1_CHICK,blastp,NA,YES,PF13872.5;PF15471.5,Q5F371,reviewed,Protein strawberry notch homolog 1,SBNO1 RCJMB04_30k7,Gallus gallus (Chicken),1239,9031,NA,GO:0005634; GO:0006355,gga:427694;,427694;,ENSGALT00000054517;,KOG1513;ENOG410XQ7Q;,NA,141580at2759;,NA,NA,NA,GO:0006355
aten_0.1.m1.4622.m1,aten_0.1.m1.4622,0,KPCD3_MOUSE,blastp,K06070,NA,PF00069.24;PF07714.16;PF00130.21;PF00169.28;PF03107.15;PF06293.13;PF14531.5;PF13901.5;PF05445.10;PF14446.5;PF01636.22;PF02318.15;PF00628.28;PF07282.10,Q8K1Y2,reviewed,Serine/threonine-protein kinase D3 (EC 2.7.11.13) (Protein kinase C nu type) (nPKC-nu),Prkd3 Prkcn,Mus musculus (Mouse),889,10090,2.7.11.13,GO:0004697; GO:0005524; GO:0005654; GO:0005829; GO:0016020; GO:0016301; GO:0046872; GO:0089700,mmu:75292;,75292;,ENSMUST00000003191;ENSMUST00000168887;,KOG4236;ENOG410XQZ3;,K06070;,367841at2759;,NA,NA,R-MMU-1660661;,GO:0035556;GO:0004672;GO:0005524;GO:0006468;GO:0004697
aten_0.1.m1.1005.m1,aten_0.1.m1.1005,8.45E-25,TMEM9_HUMAN,blastp,NA,YES,PF05434.10;PF08999.9;PF01708.15;PF15145.5;PF16118.4;PF13800.5;PF09972.8;PF03597.14;PF09889.8,Q9P0T7,reviewed,Transmembrane protein 9 (Dermal papilla-derived protein 4),TMEM9 DERP4 TMEM9A HSPC186 PSEC0012 UNQ631/PRO1248,Homo sapiens (Human),183,9606,NA,GO:0005764; GO:0005765; GO:0005770; GO:0016021; GO:0031902,hsa:252839;,252839;,ENST00000367330;ENST00000367333;ENST00000367334;ENST00000485839;,KOG4007;ENOG4111KV2;,NA,1380345at2759;,NA,NA,NA,GO:0016021
